#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-03-01T19:28:57 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ5c7987698e15 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-nav=cat:J/AJ/140/631&tab:{J/AJ/140/631/catalog}&key:source=J/AJ/140/631&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/140/631/catalog
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=F225W
#-out=F275W
#-out=F336W
#-out=F435W
#-out=F606W
#-out=F625W
#-out=F658N
#-out=F814W
#

#RESOURCE=yCat_51400631
#Name: J/AJ/140/631
#Title: HST WFC3/UVIS photometry of omega Cen core (Bellini+, 2010)
#Coosys J2000_2003.290: eq_FK5 J2000    
#Table J_AJ_140_631_catalog:
#Name: J/AJ/140/631/catalog
#Title: Astrometric and photometric parameters for 32514 objects (Table 3 of the paper)
#---Details of Columns:
    Seq           (I5)    [1/32514] Star sequential number [ucd=meta.record]
    RAJ2000 (deg) (F11.7) Right ascension (J2000, Epoch J2003.29) [ucd=pos.eq.ra;meta.main]
    DEJ2000 (deg) (F11.7) Declination (J2000, Epoch J2003.29) [ucd=pos.eq.dec;meta.main]
    F225W (mag)   (F6.3)  HST F225W Vega-mag magnitude [ucd=phot.mag;em.UV]
    F275W (mag)   (F6.3)  HST F275W Vega-mag magnitude [ucd=phot.mag;em.UV.200-300nm]
    F336W (mag)   (F6.3)  HST F336W Vega-mag magnitude [ucd=phot.mag;em.opt.U]
    F435W (mag)   (F6.3)  HST F435W Vega-mag magnitude [ucd=phot.mag;em.opt.B]
    F606W (mag)   (F6.3)  HST F606W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F625W (mag)   (F6.3)  HST F625W Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F658N (mag)   (F6.3)  HST F658N Vega-mag magnitude [ucd=phot.mag;em.opt.R]
    F814W (mag)   (F6.3)  HST F814W Vega-mag magnitude [ucd=phot.mag;em.opt.I]
----- ----------- ----------- ------ ------ ------ ------ ------ ------ ------ ------
11190 201.6975976 -47.4781662 23.689 22.283 20.978 20.964 19.978 19.781 19.506 19.274
11191 201.6965810 -47.4781638 20.532 19.719 18.997 19.052 18.319 18.166 17.954 17.733
11192 201.6761623 -47.4782010 22.224 21.189 20.218 20.273 19.415 19.226 19.007 18.760
11193 201.6581818 -47.4782265 20.894 20.090 19.282 19.350 18.643 18.438 18.255 18.052
11194 201.7135192 -47.4781180 22.251 21.166 20.201 20.207 19.352 19.153 18.929 18.714
11195 201.6852151 -47.4781697 24.442 23.071 21.749 21.459 20.415 20.219 19.953 19.691
11196 201.6747249 -47.4781674 22.333 21.272 20.319 20.352 19.482 19.319 19.096 18.822
11197 201.6722332 -47.4781864 24.077 22.464 20.995 20.549 19.465 19.268 19.023 18.753
11198 201.6695858 -47.4781748 21.783 20.829 19.936 19.995 19.171 18.989 18.778 18.555
11199 201.6682253 -47.4781926 23.801 22.570 21.347 21.065 20.099 19.855 19.636 19.371
11200 201.6674743 -47.4781869 23.638 22.310 21.101 20.998 20.048 19.808 19.582 19.320
11201 201.6664987 -47.4781961 21.410 20.524 19.669 19.692 18.879 18.711 18.481 18.271
11202 201.6637946 -47.4781977 20.614 19.809 19.070 19.118 18.399 18.230 18.037 17.823
11203 201.7184522 -47.4780862 20.660 19.851 19.037 19.096 18.357 18.177 17.991 17.772
11204 201.7121323 -47.4781073 21.719 20.769 19.904 19.927 19.109 18.940 18.732 18.502
11205 201.7081140 -47.4781042 21.498 20.612 19.734 19.823 19.046 18.859 18.647 18.432
11206 201.7062559 -47.4781128 21.583 20.669 19.794 19.852 19.071 18.855 18.639 18.456
11207 201.7046803 -47.4781059 22.403 21.395 20.264 20.268 19.429 19.181 18.946 18.761
11208 201.7006014 -47.4781281 21.661 20.688 19.854 19.855 19.047 18.873 18.644 18.460
11209 201.6815330 -47.4781489 21.855 20.876 19.978 19.992 19.164 18.987 18.764 18.533
11210 201.6730338 -47.4781573 21.751 20.796 19.951 19.971 19.170 18.998 18.777 18.569
11211 201.7279544 -47.4780458 21.829 20.899 20.047 20.063 19.253 19.077 18.887 18.661
11212 201.7245820 -47.4780584 20.380 19.581 18.865 18.888 18.191 18.034 17.818 17.627
11213 201.7139380 -47.4780847 20.689 19.883 19.094 19.158 18.417 18.259 18.053 17.849
11214 201.7119229 -47.4780794 23.333 22.174 21.018 20.846 19.832 19.648 19.403 19.126
11215 201.7115602 -47.4780852 21.719 20.797 19.965 20.005 19.210 19.043 18.830 18.614
11216 201.7065226 -47.4780863 22.609 21.471 20.396 20.267 19.409 19.222 18.998 18.785
11217 201.7007348 -47.4781074 20.882 20.025 19.218 19.234 18.480 18.318 18.108 17.890
11218 201.6890873 -47.4781176 24.530 23.034 21.460 21.039 20.069 19.820 19.588 19.409
11219 201.6785360 -47.4781364 20.865 20.025 19.255 19.267 18.533 18.363 18.166 17.947
11220 201.6783433 -47.4781282 21.675 20.770 19.911 19.927 19.140 18.966 18.743 18.513
11221 201.6780433 -47.4781263 20.817 19.976 19.181 19.169 18.446 18.269 18.062 17.846
11222 201.6704898 -47.4781358 23.655 22.522 21.370 21.202 20.236 20.017 19.795 19.529
11223 201.6600819 -47.4781440 21.427 20.575 19.791 19.790 19.076 18.857 18.643 18.480
11224 201.7056326 -47.4780760 24.887 23.038 21.770 21.531 20.440 20.226 19.979 19.708
11225 201.6896671 -47.4780856 21.100 20.237 19.489 19.525 18.810 18.589 18.361 18.217
11226 201.6887470 -47.4780994 22.081 21.078 20.222 20.186 19.357 19.132 18.892 18.698
11227 201.6865147 -47.4781064 24.549 23.058 21.526 21.373 20.296 20.078 19.812 19.549
11228 201.6853993 -47.4780969 21.291 20.287 19.300 19.176 18.369 18.192 17.975 17.757
11229 201.6671030 -47.4781135 22.407 21.364 20.392 20.370 19.548 19.322 19.097 18.916
11230 201.6649530 -47.4781192 21.724 20.757 19.759 19.792 18.945 18.772 18.556 18.289
11231 201.6573196 -47.4781575 21.867 20.976 20.026 20.081 19.300 19.075 18.858 18.645
11232 201.7374206 -47.4779913 21.338 20.480 19.629 19.593 18.877 18.671 18.472 18.268
11233 201.7329368 -47.4780129 24.596 22.899 21.622 21.319 20.310 20.074 19.843 19.623
11234 201.7274143 -47.4780199 23.532 22.255 20.948 20.942 19.947 19.748 19.507 19.250
11235 201.7192717 -47.4780256 21.638 20.753 19.862 19.946 19.146 18.963 18.749 18.538
11236 201.7102820 -47.4780466 21.231 20.379 19.532 19.620 18.838 18.667 18.437 18.245
11237 201.7086142 -47.4780445 22.522 21.520 20.639 20.619 19.758 19.568 19.345 19.106
11238 201.7002249 -47.4780598 20.604 19.748 18.971 18.976 18.237 18.067 17.853 17.656
11239 201.6996629 -47.4780572 22.130 21.145 20.149 20.242 19.382 19.201 18.960 18.734
11240 201.6967650 -47.4780674 22.177 21.145 20.058 20.074 19.169 18.986 18.748 18.535
11241 201.6960406 -47.4780578 20.809 19.952 19.123 19.121 18.352 18.195 17.963 17.768
11242 201.6588109 -47.4781198 22.512 21.443 20.414 20.451 19.587 19.368 19.158 18.930
11243 201.7122529 -47.4780081 23.356 22.052 20.636 20.567 19.553 19.379 19.123 18.870
11244 201.7090675 -47.4780132 24.476 23.045 21.587 21.306 20.262 20.024 19.745 19.511
11245 201.6984137 -47.4780485 22.848 21.769 20.653 20.632 19.742 19.526 19.301 19.061
11246 201.6892347 -47.4780533 23.161 21.983 20.729 20.679 19.734 19.540 19.265 19.001
11247 201.6873774 -47.4780509 21.323 20.455 19.645 19.670 18.920 18.748 18.529 18.313
11248 201.6768060 -47.4780741 20.757 19.925 19.123 19.168 18.435 18.241 18.038 17.901
11249 201.6719028 -47.4780773 21.365 20.439 19.509 19.507 18.703 18.532 18.318 18.099
11250 201.6579554 -47.4780926 22.176 21.152 20.204 20.234 19.368 19.194 19.000 18.724
11251 201.7291345 -47.4779775 20.998 20.171 19.362 19.426 18.701 18.489 18.272 18.109
11252 201.7285638 -47.4779773 22.100 21.060 19.959 19.945 19.115 18.863 18.629 18.478
11253 201.7241598 -47.4779739 20.453 19.667 18.920 18.973 18.261 18.091 17.898 17.709
11254 201.7130650 -47.4779890 21.936 20.943 20.046 20.053 19.218 19.050 18.840 18.598
11255 201.7027094 -47.4780173 24.506 23.029 21.522 21.318 20.201 19.995 19.695 19.452
11256 201.6985931 -47.4780094 20.482 19.623 18.874 18.883 18.153 17.984 17.776 17.581
11257 201.6800802 -47.4780442 22.452 21.336 20.371 20.392 19.531 19.330 19.073 18.861
11258 201.6790482 -47.4780398 24.750 23.158 21.814 21.561 20.501 20.266 20.055 19.747
11259 201.6740973 -47.4780443 21.814 20.870 20.064 20.072 19.290 19.092 18.878 18.679
11260 201.6713108 -47.4780536 23.335 21.935 20.673 20.384 19.401 19.215 18.990 18.764
11261 201.6708700 -47.4780561 22.619 21.522 20.602 20.567 19.704 19.510 19.310 19.059
11262 201.7367210 -47.4779432 21.249 20.414 19.600 19.648 18.937 18.728 18.538 18.344
11263 201.7287705 -47.4779410 23.088 21.864 20.810 20.764 19.862 19.643 19.402 19.206
11264 201.7274332 -47.4779426 22.256 21.249 20.150 20.127 19.264 19.066 18.845 18.630
11265 201.7237761 -47.4779619 23.309 21.966 20.660 20.350 19.453 19.206 18.991 18.814
11266 201.7211258 -47.4779563 20.609 19.790 18.984 19.007 18.281 18.117 17.916 17.716
11267 201.7088881 -47.4779767 21.854 20.928 19.986 20.053 19.220 19.047 18.814 18.591
11268 201.7047826 -47.4779931 21.336 20.448 19.674 19.712 18.953 18.780 18.566 18.356
11269 201.7023520 -47.4780006 24.313 22.726 21.163 20.742 19.724 19.511 19.280 19.060
11270 201.6795430 -47.4780275 23.565 22.325 20.994 20.932 19.979 19.768 19.523 19.245
11271 201.7315371 -47.4779256 24.675 23.313 21.744 21.448 20.359 20.146 19.893 19.629
11272 201.7298342 -47.4779260 21.172 20.322 19.493 19.569 18.820 18.621 18.406 18.220
11273 201.7256347 -47.4779394 21.323 20.462 19.679 19.746 18.989 18.810 18.616 18.395
11274 201.7119946 -47.4779499 21.810 20.598 19.425 19.199 18.307 18.124 17.890 17.684
11275 201.7083788 -47.4779539 21.594 20.703 19.798 19.873 19.065 18.899 18.663 18.456
11276 201.6992375 -47.4779718 20.267 19.494 18.758 18.815 18.094 17.957 17.737 17.531
11277 201.6855152 -47.4779896 17.447 17.393 17.720 18.981 18.931 18.885 18.731 18.801
11278 201.6787358 -47.4780039 22.504 21.466 20.402 20.437 19.555 19.360 19.143 18.875
11279 201.6760245 -47.4780065 22.313 21.256 20.339 20.337 19.474 19.313 19.089 18.843
11280 201.7332591 -47.4778957 23.097 21.946 20.677 20.629 19.701 19.471 19.261 19.030
11281 201.7301276 -47.4779020 21.101 20.221 19.339 19.385 18.618 18.417 18.211 18.017
11282 201.6976564 -47.4779539 24.999 23.623 21.811 21.554 20.488 20.239 19.989 19.708
11283 201.7233818 -47.4779019 21.628 20.698 19.882 19.915 19.118 18.951 18.757 18.537
11284 201.7181066 -47.4778962 21.126 20.283 19.455 19.496 18.737 18.537 18.335 18.155
11285 201.7157204 -47.4779075 22.148 21.143 20.163 20.237 19.373 19.208 18.971 18.737
11286 201.7154331 -47.4779144 21.434 20.541 19.682 19.777 18.989 18.815 18.611 18.387
11287 201.7104252 -47.4779295 22.358 21.174 20.023 19.804 18.909 18.729 18.517 18.306
11288 201.7073933 -47.4779150 20.911 20.080 19.251 19.303 18.549 18.374 18.168 17.967
11289 201.6881211 -47.4779586 24.214 22.642 21.341 21.217 20.185 20.014 19.731 19.446
11290 201.6798564 -47.4779607 21.123 20.265 19.465 19.513 18.761 18.582 18.380 18.152
11291 201.6779588 -47.4779695 21.016 20.187 19.388 19.430 18.699 18.517 18.321 18.095
11292 201.6721075 -47.4779704 23.370 22.194 21.068 20.953 19.970 19.791 19.563 19.313
11293 201.6676879 -47.4779762 23.994 22.618 21.388 21.200 20.195 20.011 19.754 19.486
11294 201.6631620 -47.4779733 22.111 21.176 20.179 20.247 19.406 19.199 18.982 18.753
11295 201.6603530 -47.4779877 22.231 21.209 20.351 20.361 19.562 19.359 19.161 18.936
11296 201.6570495 -47.4779810 21.221 20.366 19.581 19.581 18.874 18.653 18.453 18.288
11297 201.7241082 -47.4778997 21.514 20.639 19.767 19.848 19.063 18.864 18.635 18.461
11298 201.7215337 -47.4778792 23.696 22.349 21.255 21.128 20.164 19.942 19.698 19.446
11299 201.6994637 -47.4779249 20.553 19.754 19.026 19.060 18.350 18.155 17.941 17.796
11300 201.6870677 -47.4779313 21.910 20.962 19.999 20.053 19.224 19.039 18.820 18.571
11301 201.6864233 -47.4779344 22.180 21.140 20.068 20.046 19.167 18.996 18.766 18.519
11302 201.6849517 -47.4779319 21.388 20.492 19.674 19.679 18.917 18.747 18.554 18.324
11303 201.6808995 -47.4779391 21.890 20.964 20.024 20.088 19.277 19.091 18.872 18.623
11304 201.6634228 -47.4779694 22.222 21.255 20.264 20.248 19.381 19.191 18.983 18.741
11305 201.6628412 -47.4779612 22.059 21.088 20.149 20.213 19.379 19.191 18.958 18.732
11306 201.6578717 -47.4779631 22.322 21.288 20.361 20.330 19.543 19.321 19.081 18.900
11307 201.7219188 -47.4778583 20.636 19.859 19.078 19.142 18.385 18.252 18.053 17.896
11308 201.7075786 -47.4778822 21.028 20.139 19.326 19.313 18.550 18.390 18.188 17.973
11309 201.6949163 -47.4778905 20.524 19.741 18.980 19.030 18.313 18.144 17.933 17.745
11310 201.6860885 -47.4779211 22.223 21.171 20.325 20.345 19.516 19.348 19.127 18.901
11311 201.6776925 -47.4779244 20.725 19.888 19.126 19.179 18.440 18.278 18.066 17.856
11312 201.6695957 -47.4779378 20.938 20.099 19.305 19.335 18.588 18.410 18.189 17.998
11313 201.6640095 -47.4779458 22.815 21.749 20.642 20.505 19.674 19.451 19.235 19.054
11314 201.6629657 -47.4779470 21.555 20.635 19.859 19.884 19.131 18.943 18.749 18.537
11315 201.7320333 -47.4778192 21.337 20.451 19.593 19.667 18.892 18.711 18.509 18.304
11316 201.7278408 -47.4778313 21.299 20.447 19.561 19.598 18.816 18.633 18.411 18.225
11317 201.7241930 -47.4778372 21.594 20.715 19.839 19.914 19.124 18.941 18.724 18.516
11318 201.7071306 -47.4778571 20.346 19.553 18.812 18.875 18.156 18.012 17.792 17.596
11319 201.7026576 -47.4778572 21.510 20.600 19.762 19.825 19.045 18.867 18.640 18.434
11320 201.6982272 -47.4778823 20.575 19.740 18.912 18.931 18.180 18.010 17.808 17.595
11321 201.6957709 -47.4778742 21.705 20.858 20.016 19.984 19.156 18.967 18.733 18.528
11322 201.7153306 -47.4778340 21.807 20.880 19.962 20.042 19.186 19.009 18.786 18.575
11323 201.7090726 -47.4778385 21.323 20.467 19.677 19.744 18.975 18.802 18.584 18.381
11324 201.6861921 -47.4778806 20.835 20.017 19.271 19.306 18.575 18.420 18.209 17.988
11325 201.6858610 -47.4778617 20.525 19.730 18.997 19.026 18.320 18.171 17.940 17.741
11326 201.6842360 -47.4778637 20.748 19.926 19.203 19.265 18.527 18.371 18.170 17.957
11327 201.6820339 -47.4778837 20.706 19.881 19.114 19.121 18.381 18.233 18.027 17.803
11328 201.6775783 -47.4778891 22.916 21.756 20.713 20.594 19.726 19.539 19.287 19.053
11329 201.6614681 -47.4778960 22.938 21.751 20.654 20.663 19.760 19.528 19.324 19.062
11330 201.7364989 -47.4777869 22.872 21.771 20.536 20.470 19.566 19.377 19.143 18.936
11331 201.7254514 -47.4777803 22.101 21.117 20.213 20.223 19.429 19.227 19.014 18.818
11332 201.7205769 -47.4778070 25.081 23.464 22.081 21.756 20.608 20.387 20.141 19.885
11333 201.7104648 -47.4778159 21.890 20.953 19.970 20.032 19.177 19.006 18.767 18.560
11334 201.7004567 -47.4778271 23.586 22.265 21.128 20.986 20.016 19.837 19.600 19.363
11335 201.6895164 -47.4778461 21.674 20.703 19.870 19.884 19.085 18.922 18.694 18.478
11336 201.6788626 -47.4778689 23.584 22.284 21.040 20.954 19.899 19.724 19.479 19.144
11337 201.6754853 -47.4778550 17.201 17.133 17.485 18.777 18.936 18.950 18.877 19.078
11338 201.7240894 -47.4777728 21.761 20.870 20.019 20.079 19.299 19.111 18.884 18.698
11339 201.7150545 -47.4777889 22.454 21.434 20.298 20.345 19.418 19.229 18.980 18.759
11340 201.7122701 -47.4778007 23.183 22.064 20.841 20.808 19.814 19.645 19.418 19.125
11341 201.7028881 -47.4777993 22.199 21.142 20.265 20.289 19.446 19.255 19.026 18.826
11342 201.7016666 -47.4777983 21.963 21.018 20.127 20.096 19.282 19.109 18.883 18.671
11343 201.7006727 -47.4778031 23.489 22.156 20.864 20.793 19.773 19.545 19.300 19.027
11344 201.7000056 -47.4778147 21.097 20.230 19.416 19.453 18.678 18.501 18.286 18.085
11345 201.6945295 -47.4778254 21.192 20.278 19.386 19.388 18.571 18.420 18.197 17.975
11346 201.6822772 -47.4778416 21.955 20.980 20.124 20.139 19.314 19.166 18.943 18.687
11347 201.6798858 -47.4778275 22.053 21.049 20.201 20.240 19.422 19.230 19.023 18.783
11348 201.6783171 -47.4778371 22.640 21.572 20.470 20.511 19.605 19.404 19.199 18.919
11349 201.6741009 -47.4778450 22.107 21.115 20.078 20.089 19.217 19.030 18.808 18.567
11350 201.6655448 -47.4778556 23.547 22.322 20.923 20.787 19.797 19.582 19.361 19.095
11351 201.7313391 -47.4777462 20.984 20.169 19.359 19.461 18.701 18.518 18.323 18.126
11352 201.7256008 -47.4777546 21.093 20.231 19.413 19.516 18.763 18.596 18.393 18.185
11353 201.7215112 -47.4777563 21.246 20.398 19.540 19.637 18.892 18.670 18.477 18.294
11354 201.7107549 -47.4777761 24.674 23.274 21.744 21.482 20.386 20.170 19.935 19.615
11355 201.6991688 -47.4777875 21.182 20.275 19.412 19.420 18.636 18.459 18.236 18.034
11356 201.6841400 -47.4778090 23.218 22.104 20.854 20.749 19.769 19.584 19.324 19.095
11357 201.6809900 -47.4778144 21.491 20.607 19.722 19.794 19.025 18.819 18.642 18.396
11358 201.6705174 -47.4778400 21.254 20.374 19.520 19.511 18.727 18.555 18.345 18.124
11359 201.6697242 -47.4778243 21.503 20.599 19.746 19.759 18.947 18.775 18.559 18.327
11360 201.6679183 -47.4778235 22.951 21.863 20.759 20.704 19.790 19.562 19.349 19.116
11361 201.6677224 -47.4778311 21.830 20.917 20.041 20.107 19.283 19.095 18.896 18.657
11362 201.6673540 -47.4778286 24.290 23.007 21.537 21.234 20.286 20.055 19.832 19.601
11363 201.6574470 -47.4778373 22.123 21.148 20.121 20.138 19.280 19.093 18.883 18.635
11364 201.7286804 -47.4777197 21.490 20.579 19.803 19.860 19.116 18.921 18.715 18.534
11365 201.7233868 -47.4777244 22.088 21.120 20.223 20.228 19.387 19.225 19.016 18.803
11366 201.7197351 -47.4777372 22.191 21.147 20.174 20.203 19.349 19.157 18.950 18.709
11367 201.7080017 -47.4777567 24.077 22.632 21.432 21.221 20.247 20.035 19.762 19.554
11368 201.7059358 -47.4777600 21.454 20.559 19.752 19.727 18.947 18.761 18.541 18.336
11369 201.6984541 -47.4777738 23.465 22.285 20.955 20.917 19.945 19.742 19.496 19.251
11370 201.6782079 -47.4778073 24.846 23.022 21.465 21.021 19.930 19.706 19.451 19.226
11371 201.6717375 -47.4778035 21.496 20.593 19.740 19.707 18.942 18.731 18.545 18.350
11372 201.6665141 -47.4778076 20.732 19.922 19.143 19.197 18.479 18.298 18.101 17.889
11373 201.6596633 -47.4778276 17.239 17.180 17.546 18.904 19.047 19.067 18.999 19.215
11374 201.7339555 -47.4776975 22.472 21.485 20.531 20.498 19.647 19.424 19.222 18.974
11375 201.7152576 -47.4777294 21.659 20.654 19.667 19.573 18.767 18.595 18.355 18.170
11376 201.7112835 -47.4777263 22.972 21.874 20.878 20.838 19.927 19.742 19.530 19.263
11377 201.6881928 -47.4777661 23.929 22.545 21.367 21.170 20.186 19.984 19.718 19.471
11378 201.6867445 -47.4777727 21.777 20.870 19.951 20.018 19.201 19.019 18.793 18.575
11379 201.6822751 -47.4777758 21.341 20.484 19.638 19.727 18.987 18.775 18.560 18.462
11380 201.6714812 -47.4777801 20.841 20.055 19.313 19.345 18.626 18.451 18.252 18.048
11381 201.7372859 -47.4776615 21.309 20.444 19.569 19.609 18.842 18.646 18.452 18.241
11382 201.7298089 -47.4776784 22.091 21.085 20.097 20.044 19.236 19.045 18.832 18.644
11383 201.7198981 -47.4776882 24.626 22.915 21.507 21.209 20.187 19.981 19.738 19.494
11384 201.7182089 -47.4776911 23.829 22.498 21.344 21.149 20.172 19.977 19.724 19.435
11385 201.7082002 -47.4777115 20.746 19.895 19.116 19.124 18.395 18.223 18.009 17.816
11386 201.7028480 -47.4777193 20.338 19.522 18.800 18.817 18.114 17.946 17.737 17.548
11387 201.6985920 -47.4777252 20.811 19.987 19.245 19.300 18.588 18.403 18.208 18.011
11388 201.6969096 -47.4777244 20.554 19.753 18.975 19.017 18.298 18.119 17.904 17.732
11389 201.6840644 -47.4777458 22.726 21.652 20.455 20.455 19.502 19.329 19.082 18.830
11390 201.6785865 -47.4777560 22.898 21.732 20.729 20.724 19.837 19.643 19.393 19.167
11391 201.7369256 -47.4776516 23.233 22.001 20.847 20.758 19.898 19.629 19.436 19.225
11392 201.7253184 -47.4776694 23.401 22.104 20.816 20.776 19.800 19.580 19.338 19.114
11393 201.7184292 -47.4776865 21.122 20.287 19.465 19.561 18.841 18.633 18.413 18.304
11394 201.7116634 -47.4776907 21.470 20.594 19.788 19.857 19.093 18.888 18.674 18.500
11395 201.7085563 -47.4776874 21.692 20.779 19.792 19.843 19.014 18.832 18.590 18.398
11396 201.7018787 -47.4777101 23.811 22.518 21.164 20.959 19.926 19.702 19.461 19.190
11397 201.7009677 -47.4777104 21.300 20.446 19.573 19.642 18.866 18.685 18.448 18.261
11398 201.7005896 -47.4777091 21.795 20.847 19.987 20.007 19.196 19.024 18.829 18.596
11399 201.6995101 -47.4776996 23.749 22.422 21.091 21.035 20.007 19.805 19.549 19.300
11400 201.6912814 -47.4777251 23.893 22.804 21.354 21.291 20.237 20.048 19.763 19.489
11401 201.6907568 -47.4777076 20.320 19.539 18.814 18.858 18.136 18.000 17.783 17.580
11402 201.6879771 -47.4777240 22.683 21.617 20.616 20.594 19.717 19.523 19.277 19.038
11403 201.6669782 -47.4777601 23.514 22.380 21.078 20.970 20.023 19.784 19.538 19.306
11404 201.7256727 -47.4776647 22.402 21.435 20.348 20.363 19.504 19.298 19.068 18.845
11405 201.7105284 -47.4776748 24.903 23.308 21.954 21.629 20.545 20.336 20.086 19.815
11406 201.7084102 -47.4776627 22.343 21.314 20.257 20.163 19.302 19.134 18.920 18.688
11407 201.7290416 -47.4776121 21.235 20.330 19.441 19.392 18.615 18.440 18.251 18.040
11408 201.7269517 -47.4776245 20.629 19.792 19.042 19.061 18.316 18.153 17.958 17.747
11409 201.7229246 -47.4776347 23.591 22.294 21.168 20.981 20.083 19.743 19.476 19.393
11410 201.7157544 -47.4776488 23.515 22.255 20.949 20.890 19.870 19.650 19.373 19.171
11411 201.7044531 -47.4776513 24.711 23.277 21.585 21.438 20.382 20.155 19.888 19.621
11412 201.7007787 -47.4776647 20.867 20.026 19.281 19.359 18.608 18.444 18.243 18.036
11413 201.6861964 -47.4776828 22.146 21.144 20.123 20.184 19.315 19.144 18.914 18.667
11414 201.6659269 -47.4777121 21.060 20.228 19.415 19.492 18.754 18.569 18.377 18.159
11415 201.6642381 -47.4777018 23.647 22.403 21.350 21.175 20.213 19.990 19.779 19.505
11416 201.7384038 -47.4775871 22.826 21.754 20.713 20.649 19.802 19.586 19.371 19.145
11417 201.7371977 -47.4775825 24.311 23.020 21.470 21.357 20.261 20.032 19.787 19.520
11418 201.7271052 -47.4776069 23.922 22.479 21.137 21.068 20.090 19.873 19.619 19.363
11419 201.7260251 -47.4776117 23.000 21.883 20.723 20.599 19.749 19.540 19.332 19.129
11420 201.7141283 -47.4776155 22.195 21.168 20.171 20.255 19.388 19.202 18.964 18.744
11421 201.7125824 -47.4776226 23.534 22.281 21.045 20.934 19.975 19.750 19.486 19.271
11422 201.7037191 -47.4776436 22.040 21.036 20.136 20.133 19.325 19.119 18.911 18.696
11423 201.6909658 -47.4776557 21.571 20.615 19.784 19.800 19.000 18.839 18.612 18.397
11424 201.6888868 -47.4776582 22.636 21.560 20.516 20.526 19.631 19.443 19.195 18.950
11425 201.6882450 -47.4776654 20.511 19.687 18.912 18.903 18.166 18.008 17.797 17.578
11426 201.6760873 -47.4776669 20.769 19.958 19.146 19.180 18.434 18.249 18.044 17.834
11427 201.7321071 -47.4775662 20.663 19.872 19.100 19.163 18.436 18.277 18.083 17.896
11428 201.7248786 -47.4775891 24.719 23.237 21.597 21.349 20.265 20.028 19.783 19.526
11429 201.7095640 -47.4776087 23.889 22.672 21.484 21.334 20.306 20.104 19.838 19.595
11430 201.7031057 -47.4776277 21.305 20.421 19.570 19.575 18.731 18.579 18.361 18.112
11431 201.6987535 -47.4776255 23.213 22.055 21.009 20.857 19.946 19.748 19.531 19.288
11432 201.6740378 -47.4776644 22.972 21.898 20.737 20.729 19.791 19.574 19.324 19.097
11433 201.6738724 -47.4776651 22.127 21.105 20.248 20.285 19.458 19.260 19.051 18.819
11434 201.6721218 -47.4776698 23.527 22.214 21.007 20.916 19.933 19.726 19.484 19.224
11435 201.6655741 -47.4776716 22.542 21.468 20.444 20.442 19.538 19.337 19.099 18.851
11436 201.7382860 -47.4775384 24.550 23.124 21.614 21.410 20.380 20.117 19.873 19.608
11437 201.7105775 -47.4775805 25.225 23.907 22.167 21.772 20.626 20.392 20.099 19.834
11438 201.7104070 -47.4775958 24.856 23.431 21.965 21.685 20.568 20.379 20.077 19.845
11439 201.7074739 -47.4775873 23.092 21.901 20.907 20.852 19.933 19.746 19.500 19.270
11440 201.6998311 -47.4776082 23.333 22.093 20.841 20.818 19.820 19.624 19.377 19.095
11441 201.6876569 -47.4776148 25.307 23.857 21.972 21.724 20.596 20.355 20.155 19.799
11442 201.6854314 -47.4776271 23.089 21.980 20.884 20.814 19.891 19.679 19.426 19.178
11443 201.6704147 -47.4776485 20.755 19.926 19.146 19.146 18.410 18.211 18.041 17.829
11444 201.7344763 -47.4775203 22.134 21.142 20.247 20.268 19.444 19.253 19.048 18.834
11445 201.7109756 -47.4775576 20.607 19.780 19.000 19.028 18.288 18.133 17.925 17.727
11446 201.7108122 -47.4775746 22.551 21.478 20.532 20.549 19.660 19.496 19.278 19.008
11447 201.7038424 -47.4775782 22.093 21.064 20.201 20.257 19.438 19.244 19.017 18.814
11448 201.7008021 -47.4775725 21.060 20.145 19.254 19.252 18.439 18.265 18.040 17.828
11449 201.6994442 -47.4775937 21.383 20.485 19.705 19.745 18.985 18.812 18.591 18.389
11450 201.6992426 -47.4775750 22.063 21.080 20.176 20.180 19.360 19.177 18.968 18.739
11451 201.6794967 -47.4776152 23.786 22.424 21.279 21.144 20.184 19.968 19.739 19.455
11452 201.6783037 -47.4776228 24.793 23.074 21.445 21.183 20.098 19.893 19.619 19.348
11453 201.6749681 -47.4776075 21.968 21.025 20.094 20.125 19.296 19.103 18.887 18.662
11454 201.6695058 -47.4776227 20.698 19.893 19.137 19.194 18.445 18.289 18.110 17.862
11455 201.7369085 -47.4774956 23.832 22.450 21.252 21.030 20.043 19.771 19.549 19.331
